tollgate_id,time_window,direction,volume
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,45.86
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,44.86
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,39.12
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,41.98
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,30.65
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,30.70
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,47.94
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,48.27
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,48.16
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,41.18
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,44.47
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,31.56
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,32.35
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,51.82
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,49.62
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,50.71
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,42.56
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,46.58
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,32.16
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,33.42
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,55.07
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,50.01
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,52.62
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,43.35
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,48.40
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,32.47
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,34.00
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,57.77
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,50.69
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,52.97
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,43.28
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,49.24
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,34.47
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,33.28
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,59.72
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,51.34
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,53.00
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,43.14
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,50.04
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,36.77
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,32.84
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,61.66
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,116.84
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,113.08
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,109.96
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,101.25
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,75.37
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,69.77
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,129.32
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,123.67
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,119.26
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,114.77
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,105.12
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,83.27
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,78.93
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,133.06
