tollgate_id,time_window,direction,volume
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,47.51
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,46.57
1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",0,45.00
1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",0,48.14
1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",0,36.21
1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",0,69.58
1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",0,119.75
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,50.05
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,49.13
1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",0,47.55
1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",0,50.68
1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",0,38.93
1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",0,74.34
1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",0,127.15
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,50.91
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,49.95
1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",0,48.47
1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",0,51.54
1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",0,40.93
1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",0,76.61
1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",0,131.87
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,50.53
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,49.61
1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",0,48.28
1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",0,51.33
1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",0,41.86
1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",0,77.85
1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",0,134.10
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,49.35
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,48.53
1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",0,47.39
1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",0,50.45
1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",0,41.99
1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",0,78.46
1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",0,134.64
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,47.75
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,47.08
1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",0,46.14
1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",0,49.20
1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",0,41.65
1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",0,78.72
1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",0,134.22
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",1,122.66
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",1,114.08
1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",1,108.59
1,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",1,117.72
1,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",1,96.16
1,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",1,84.94
1,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",1,122.82
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",1,126.85
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",1,118.69
1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",1,113.85
1,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",1,120.11
1,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",1,102.13
1,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",1,90.44
1,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",1,126.25
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",1,126.87
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",1,119.82
1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",1,115.54
1,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",1,119.71
1,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",1,105.04
1,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",1,94.33
1,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",1,126.67
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",1,125.12
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",1,119.11
1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",1,115.29
1,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",1,117.87
1,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",1,105.97
1,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",1,96.57
1,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",1,125.43
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",1,122.56
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",1,117.42
1,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",1,113.98
1,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",1,115.34
1,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",1,105.71
1,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",1,97.60
1,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",1,123.34
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",1,119.70
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",1,115.29
1,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",1,112.15
1,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",1,112.55
1,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",1,104.76
1,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",1,97.81
1,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",1,120.87
2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,110.10
2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,111.11
2,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",0,116.12
2,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",0,107.49
2,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",0,77.11
2,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",0,21.54
2,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",0,65.13
2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,115.72
2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,115.32
2,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",0,117.83
2,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",0,111.16
2,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",0,88.95
2,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",0,25.70
2,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",0,63.71
2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,114.39
2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,113.23
2,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",0,113.82
2,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",0,109.84
2,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",0,95.08
