tollgate_id,time_window,direction,volume
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,44.36, -5.64
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,39.52, -8.48
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,36.41, -13.59
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,42.42, 5.42
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,28.66, -6.34
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,29.59, -0.41
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,43.81, -5.19
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,42.53, 1.53
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,40.89, -9.11
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,38.54, -10.46
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,47.48, 1.48
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,30.90, -21.10
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,31.81, 3.81
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,42.66, -4.34
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,43.15, -5.85
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,40.60, -9.40
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,38.78, -23.22
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,49.68, 3.68
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,29.99, -9.01
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,34.42, -2.58
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,42.40, -7.60
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,41.90, -19.10
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,40.20, -1.80
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,39.41, 1.41
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,53.41, 15.41
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,30.09, -26.91
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,37.15, -7.85
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,40.95, -11.05
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,41.84, 2.84
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,39.59, 1.59
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,40.29, -9.71
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,57.11, 12.11
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,31.06, -23.94
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,41.33, 6.33
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,40.36, -7.64
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,40.35, -5.65
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,38.90, -20.10
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,41.09, -2.91
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,61.58, 17.58
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,31.13, -9.87
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,45.53, 3.53
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,38.72, -19.28
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,110.75, 17.75
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",1,96.47, -21.53
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",1,96.79, -9.21
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",1,100.35, -5.65
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",1,76.92, -2.08
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",1,65.34, 8.34
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,117.08, -19.92
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,115.89, -18.11
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",1,103.68, -7.32
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",1,104.33, 4.33
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",1,106.01, -0.99
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",1,84.79, -4.21
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",1,73.76, 5.76
